1045557 
42469 já	já+CC
  64 Uási	uási+N+Sg+Gen
  64 Uási	uási+N+Sg+Acc
  64 Togo	Togo+OLang/UNDN+Prop+Sem/Plc+Sg+Nom
  64 Togo	Togo+OLang/UNDN+Prop+Sem/Plc+Sg+Gen
  64 Togo	Togo+OLang/UNDN+Prop+Sem/Plc+Sg+Acc
  64 Sii	sun+Pron+Pers+Pl3+Gen
  64 Anders	Anders+OLang/UNDN+Prop+Sem/Mal+Sg+Nom
  63 vááijuv	vááijuv+Adv
  63 tullâ	tullâ+N+Sg+Nom
  63 tullâ	tullâ+N+Sg+Gen
  63 tullâ	tullâ+N+Sg+Acc
  63 Tuu	tun+Pron+Pers+Sg2+Gen
  63 Tuu	tun+Pron+Pers+Sg2+Acc
  62 tomgin	tot+Pron+Dem+Sg+Acc+Foc
  62 myerji	myerji+N+Sg+Nom
  62 kietân	kietâ+N+Sg+Ill
  62 kietân	kietâ+N+Ess
  62 Matt	Matt+OLang/UNDN+Prop+Sem/Mal+Sg+Nom
  62 Lehtola	Lehtola+OLang/FINN+Prop+Sem/Sur+Sg+Nom
  62 Lehtola	Lehtola+OLang/FINN+Prop+Sem/Sur+Sg+Gen
  62 Lehtola	Lehtola+OLang/FINN+Prop+Sem/Sur+Sg+Acc
  61 kielâst	kielâ+N+Sg+Loc
  61 Tothân	tot+Pron+Dem+Sg+Nom+Foc
  61 Láá-uv	leđe+V+IV+Ind+Prs+Pl3+Qst
  61 Heikki	Heikki+OLang/UNDN+Prop+Sem/Mal+Sg+Nom
  61 Heikki	Heikki+OLang/UNDN+Prop+Sem/Mal+Sg+Gen
  61 Heikki	Heikki+OLang/UNDN+Prop+Sem/Mal+Sg+Acc
  60 litter	litter+N+Sg+Nom
  60 litter	litter+N+Sg+Gen
  60 litter	litter+N+Sg+Acc
  60 kielâpiervâlân	kielâpiervâl+N+Sg+Ill
  60 jiečânis	jiečânis+Adv
  60 Munjin	mun+Pron+Pers+Sg1+Ill
  60 Island	Island+OLang/NOBN+Prop+Sem/Plc+Sg+Nom
  59 piäđuh	piätu+N+Pl+Nom
  58 tun-uv	tun+Pron+Pers+Sg2+Nom+Qst
  58 Villen	Ville+OLang/UNDN+Prop+Sem/Mal+Sg+Ill
  58 Villen	Ville+OLang/UNDN+Prop+Sem/Mal+Ess
  58 Munnust	mun+Pron+Pers+Du1+Loc
  57 sunnui	sun+Pron+Pers+Du3+Ill
  57 peiviv	peiviv+Adv
  57 kiäm	kii+Pron+Interr+Sg+Acc
  57 ihe	ihe+N+Sg+Nom
  57 Taa	taa+Adv
  57 Saksa	Saksa+OLang/UNDN+Prop+Sem/Plc+Sg+Nom
  57 Saksa	Saksa+OLang/UNDN+Prop+Sem/Plc+Sg+Gen
  57 Saksa	Saksa+OLang/UNDN+Prop+Sem/Plc+Sg+Acc
  56 uáinusist	uáinusist+Adv
  56 munnui	mun+Pron+Pers+Du1+Ill
  56 leen	leđe+V+IV+Ind+Prs+Du1
  56 kiäid	kii+Pron+Interr+Pl+Ill
  56 kiäid	kii+Pron+Interr+Pl+Acc
  56 asto	asto+N+Sg+Nom
  56 asto	asto+N+Sg+Gen
  56 asto	asto+N+Sg+Acc
  56 Toin	tot+Pron+Dem+Sg+Com
  56 Lijjii	leđe+V+IV+Ind+Prt+Pl3
  55 čokkáá	čokkáđ+V+Ind+Prs+Sg3
  55 tääl-uv	tääl-uv+Adv
  54 suulân	suulân+Adv
  54 piärguh	piärgu+N+Pl+Nom
  54 markkâneh	markkân+N+Pl+Nom
  54 almain	almai+N+Sg+Ill
  54 almain	almai+N+Ess
  54 Seurujärvi	Seurujärvi+OLang/FINN+Prop+Sem/Plc+Sg+Nom
  54 Seurujärvi	Seurujärvi+OLang/FINN+Prop+Sem/Plc+Sg+Gen
  54 Seurujärvi	Seurujärvi+OLang/FINN+Prop+Sem/Plc+Sg+Acc
  54 Ari	Ari+OLang/UNDN+Prop+Sem/Mal+Sg+Nom
  54 Ari	Ari+OLang/UNDN+Prop+Sem/Mal+Sg+Gen
  54 Ari	Ari+OLang/UNDN+Prop+Sem/Mal+Sg+Acc
  53 kuáskim	kuáskim+N+Sg+Nom
  53 kuáskim	kuáskim+N+Sg+Gen
  53 kuáskim	kuáskim+N+Sg+Acc
  53 kalle	kalle+Adv
  53 India	India+OLang/NOBN+Prop+Sem/Plc+Sg+Nom
  53 India	India+OLang/NOBN+Prop+Sem/Plc+Sg+Gen
  53 India	India+OLang/NOBN+Prop+Sem/Plc+Sg+Acc
  52 vuoigâdvuotâ	vuoigâdvuotâ+N+Sg+Nom
  52 vuoigâdvuotâ	vuoigâdvuotâ+N+Sg+Gen
  52 vuoigâdvuotâ	vuoigâdvuotâ+N+Sg+Acc
  52 vahâgist	vahâgist+Adv
  52 tuom	tuot+Pron+Dem+Sg+Acc
  52 koskân	koskân+Adv
  52 Olmooš	olmooš+N+Sg+Nom
  52 Olmooš	olmooš+N+Sg+Gen
  52 Olmooš	olmooš+N+Sg+Acc
  52 Johan	Johan+OLang/UNDN+Prop+Sem/Mal+Sg+Nom
  51 Pááđáár	Pááđáár+N+Prop+Sg+Nom
  51 Nissoon	nissoon+N+Sg+Nom
  51 Nissoon	nissoon+N+Sg+Gen
  51 Nissoon	nissoon+N+Sg+Acc
  51 Kuus	kuus+Adv
  51 Iän	ij+V+Neg+Prs+Du1
  51 Iisak	Iisak+OLang/UNDN+Prop+Sem/Mal+Sg+Nom
  51 Ep	ij+V+Neg+Prs+Pl1
  50 pärni	pärni+N+Sg+Nom
  50 pärni	pärni+N+Sg+Gen
  50 pärni	pärni+N+Sg+Acc
  50 mielkki	mielkki+N+Sg+Nom
  50 mielkki	mielkki+N+Sg+Gen
  50 mielkki	mielkki+N+Sg+Acc
  50 lijjih	leđe+V+IV+Ind+Prt+Sg2
  50 lah-uv	leđe+V+IV+Ind+Prs+Sg2+Qst
  50 huksim	huksim+N+Sg+Nom
  50 huksim	huksim+N+Sg+Gen
  50 huksim	huksim+N+Sg+Acc
  50 Lea	Lea+OLang/UNDN+Prop+Sem/Fem+Sg+Nom
  50 Lea	Lea+OLang/UNDN+Prop+Sem/Fem+Sg+Gen
  50 Lea	Lea+OLang/UNDN+Prop+Sem/Fem+Sg+Acc
  50 Elsa	Elsa+OLang/UNDN+Prop+Sem/Fem+Sg+Nom
  50 Elsa	Elsa+OLang/UNDN+Prop+Sem/Fem+Sg+Gen
  50 Elsa	Elsa+OLang/UNDN+Prop+Sem/Fem+Sg+Acc
  50 Antero	Antero+OLang/UNDN+Prop+Sem/Mal+Sg+Nom
  50 Antero	Antero+OLang/UNDN+Prop+Sem/Mal+Sg+Gen
  50 Antero	Antero+OLang/UNDN+Prop+Sem/Mal+Sg+Acc
  50 Aino	Aino+OLang/UNDN+Prop+Sem/Fem+Sg+Nom
  50 Aino	Aino+OLang/UNDN+Prop+Sem/Fem+Sg+Gen
  50 Aino	Aino+OLang/UNDN+Prop+Sem/Fem+Sg+Acc
  49 nuortâs	nuortâs+Adv
  49 liččijm	leđe+V+IV+Cond+Prs+Du1
  49 kappeer	kappeer+N+Sg+Nom
  49 kappeer	kappeer+N+Sg+Gen
  49 kappeer	kappeer+N+Sg+Acc
  49 jieht	jieht+Adv
  49 jieht	jieh't+Adv
  49 Láim	leđe+V+IV+Ind+Prt+Du1
  49 Imelân	immeel+N+Sg+Ill
  48 piärguid	piär'gu+N+Pl+Ill
  48 piärguid	piär'gu+N+Pl+Acc
  48 miiba	mun+Pron+Pers+Pl1+Gen+Foc
  48 miiba	mii+Pron+Interr+Sg+Nom+Foc
  48 lijjim-uv	leđe+V+IV+Ind+Prt+Sg1+Qst
  48 Hans	Hans+OLang/UNDN+Prop+Sem/Mal+Sg+Nom
  48 Anna	Anna+OLang/NOBN+Prop+Sem/Fem+Sg+Nom
  48 Anna	Anna+OLang/NOBN+Prop+Sem/Fem+Sg+Gen
  48 Anna	Anna+OLang/NOBN+Prop+Sem/Fem+Sg+Acc
  48 Anna	Ann+OLang/UNDN+Prop+Sem/Fem+Sg+Gen
  48 Anna	Ann+OLang/UNDN+Prop+Sem/Fem+Sg+Acc
  48 Aili	Aili+OLang/UNDN+Prop+Sem/Fem+Sg+Nom
  48 Aili	Aili+OLang/UNDN+Prop+Sem/Fem+Sg+Gen
  48 Aili	Aili+OLang/UNDN+Prop+Sem/Fem+Sg+Acc
  47 markkânist	markkân+N+Sg+Loc
  47 kielâi	kielâ+N+Pl+Gen
  47 Matts	Matts+OLang/UNDN+Prop+Sem/Mal+Sg+Nom
  46 láán	leđe+V+IV+Ind+Prs+Du1
  46 Tij	tun+Pron+Pers+Pl2+Nom
  46 Tij	tun+Pron+Pers+Pl2+Acc
  46 Oiva	Oiva+OLang/UNDN+Prop+Sem/Mal+Sg+Nom
  46 Oiva	Oiva+OLang/UNDN+Prop+Sem/Mal+Sg+Gen
  46 Oiva	Oiva+OLang/UNDN+Prop+Sem/Mal+Sg+Acc
  46 Mika	Mik+OLang/UNDN+Prop+Sem/Sur+Sg+Gen
  46 Mika	Mik+OLang/UNDN+Prop+Sem/Sur+Sg+Acc
  45 uásih	uási+N+Pl+Nom
  45 táágu	táágu+Adv
  45 puttâl	puttâl+N+Sg+Nom
  45 puttâl	puttâl+N+Sg+Gen
  45 puttâl	puttâl+N+Sg+Acc
  45 leibi	leibi+N+Sg+Nom
  45 Samuel	Samuel+OLang/UNDN+Prop+Sem/Mal+Sg+Nom
  45 Australia	Australia+OLang/NOBN+Prop+Sem/Plc+Sg+Nom
  45 Australia	Australia+OLang/NOBN+Prop+Sem/Plc+Sg+Gen
  45 Australia	Australia+OLang/NOBN+Prop+Sem/Plc+Sg+Acc
  44 teejâ	teejâ+N+Sg+Nom
  44 teejâ	teejâ+N+Sg+Gen
  44 teejâ	teejâ+N+Sg+Acc
  44 piällást	piällást+Adv
  44 laa	leđe+V+IV+Ind+Prs+Pl3
  44 juuhâm	juuhâđ+V+Sg1
  44 Paččvei	Pačč^vei+N+Prop+Sg+Nom
  44 Paavo	Paavo+OLang/UNDN+Prop+Sem/Mal+Sg+Nom
  44 Paavo	Paavo+OLang/UNDN+Prop+Sem/Mal+Sg+Gen
  44 Paavo	Paavo+OLang/UNDN+Prop+Sem/Mal+Sg+Acc
  44 Njiävđám	Njiävđám+N+Prop+Sg+Nom
  44 Munnuu	mun+Pron+Pers+Du1+Gen
  44 Munnuu	mun+Pron+Pers+Du1+Acc
  44 Kalle	kalle+Adv
  44 Kalle	Kalle+OLang/UNDN+Prop+Sem/Sur+Sg+Nom
  44 Kalle	Kalle+OLang/UNDN+Prop+Sem/Sur+Sg+Gen
  44 Kalle	Kalle+OLang/UNDN+Prop+Sem/Sur+Sg+Acc
  44 Imelist	immeel+N+Sg+Loc
  43 piätu	piätu+N+Sg+Nom
  43 Sist	sun+Pron+Pers+Pl3+Loc
  43 Sam	Sam+OLang/UNDN+Prop+Sem/Sur+Sg+Nom
  43 Rantamäki	Rantamäki+OLang/FINN+Prop+Sem/Plc+Sg+Nom
  43 Rantamäki	Rantamäki+OLang/FINN+Prop+Sem/Plc+Sg+Gen
  43 Rantamäki	Rantamäki+OLang/FINN+Prop+Sem/Plc+Sg+Acc
  43 Njellimist	Njellim+N+Prop+Sg+Loc
  43 Munhân	mun+Pron+Pers+Sg1+Nom+Foc
  43 Manen	mii+Pron+Interr+Ess
  43 Manen	mane+N+Ess
  43 Lemmee	Lemmee+N+Prop+Sg+Nom
  43 Elli	Elli+OLang/UNDN+Prop+Sem/Fem+Sg+Nom
  43 Elli	Elli+OLang/UNDN+Prop+Sem/Fem+Sg+Gen
  43 Elli	Elli+OLang/UNDN+Prop+Sem/Fem+Sg+Acc
  42 munhân	mun+Pron+Pers+Sg1+Nom+Foc
  42 mađe	mii+Pron+Interr+Par
  42 Tust	tun+Pron+Pers+Sg2+Loc
  42 Ristin	Ristin+OLang/UNDN+Prop+Sem/Fem+Sg+Nom
  42 Ristin	Rist+OLang/UNDN+Prop+Sem/Sur+Sg+Com
  42 Mun-uv	mun+Pron+Pers+Sg1+Nom+Qst
  42 Kosseennâm	Koss^eennâm+N+Prop+Sg+Nom
  42 Addâgâs	addâgâs+Adv
  41 Vissâ	vissâ+Adv
  41 Tien	Tien+OLang/UNDN+Prop+Sem/Plc+Sg+Nom
  41 Ellee	ij+V+Neg+Imprt+Du2
  40 Åland	Åland+OLang/NOBN+Prop+Sem/Plc+Sg+Nom
  40 vyeijim	vyeijiđ+V+Sg1
  40 lam-uv	leđe+V+IV+Ind+Prs+Sg1+Qst
  40 kiäs	kii+Pron+Interr+Sg+Ill
  40 Veik	veik+CS
  40 Petra	Petra+OLang/UNDN+Prop+Sem/Fem+Sg+Nom
  40 Petra	Petra+OLang/UNDN+Prop+Sem/Fem+Sg+Gen
  40 Petra	Petra+OLang/UNDN+Prop+Sem/Fem+Sg+Acc
  40 Petra	Petr+OLang/UNDN+Prop+Sem/Mal+Sg+Gen
  40 Petra	Petr+OLang/UNDN+Prop+Sem/Mal+Sg+Acc
  40 Nicosia	Nicosia+OLang/NOBN+Prop+Sem/Plc+Sg+Nom
  40 Nicosia	Nicosia+OLang/NOBN+Prop+Sem/Plc+Sg+Gen
  40 Nicosia	Nicosia+OLang/NOBN+Prop+Sem/Plc+Sg+Acc
  40 Mark	Mark+OLang/UNDN+Prop+Sem/Sur+Sg+Nom
  40 Kuhes	Kuhes+N+Prop+Attr
  40 Jussi	Jussi+OLang/UNDN+Prop+Sem/Mal+Sg+Nom
  40 Jussi	Jussi+OLang/UNDN+Prop+Sem/Mal+Sg+Gen
  40 Jussi	Jussi+OLang/UNDN+Prop+Sem/Mal+Sg+Acc
  40 Hannu	Hannu+OLang/UNDN+Prop+Sem/Mal+Sg+Nom
  40 Hannu	Hannu+OLang/UNDN+Prop+Sem/Mal+Sg+Gen
  40 Hannu	Hannu+OLang/UNDN+Prop+Sem/Mal+Sg+Acc
  40 Annika	Annika+OLang/UNDN+Prop+Sem/Fem+Sg+Nom
  40 Annika	Annika+OLang/UNDN+Prop+Sem/Fem+Sg+Gen
  40 Annika	Annika+OLang/UNDN+Prop+Sem/Fem+Sg+Acc
  40 Annika	Annik+OLang/UNDN+Prop+Sem/Fem+Sg+Gen
  40 Annika	Annik+OLang/UNDN+Prop+Sem/Fem+Sg+Acc
  39 tunnuu	tun+Pron+Pers+Du2+Gen
  39 tunnuu	tun+Pron+Pers+Du2+Acc
  39 mij-uv	mun+Pron+Pers+Pl1+Nom+Qst
  39 mij-uv	mun+Pron+Pers+Pl1+Acc+Qst
  39 leim	leđe+V+IV+Ind+Prt+Pl1
  39 leim	leđe+V+IV+Ind+Prt+Du1
  39 lai	leđe+V+IV+Ind+Prt+Sg3
  39 kuáddá	kuáddá+N+Sg+Nom
  39 kuáddá	kuáddá+N+Sg+Gen
  39 kuáddá	kuáddá+N+Sg+Acc
  39 kaavpugijd	kaavpug+N+Pl+Acc
  39 Vähä	Vähä+OLang/UNDN+Prop+Sem/Sur+Sg+Nom
  39 Vähä	Vähä+OLang/UNDN+Prop+Sem/Sur+Sg+Gen
  39 Vähä	Vähä+OLang/UNDN+Prop+Sem/Sur+Sg+Acc
  39 Reino	Reino+OLang/UNDN+Prop+Sem/Mal+Sg+Nom
  39 Reino	Reino+OLang/UNDN+Prop+Sem/Mal+Sg+Gen
  39 Reino	Reino+OLang/UNDN+Prop+Sem/Mal+Sg+Acc
  39 Musta	Musta+OLang/FINN+Prop+Sem/Sur+Sg+Nom
  39 Musta	Musta+OLang/FINN+Prop+Sem/Sur+Sg+Gen
  39 Musta	Musta+OLang/FINN+Prop+Sem/Sur+Sg+Acc
  39 Luther	Luther+OLang/UNDN+Prop+Sem/Sur+Sg+Nom
  39 Jieh-uv	ij+V+Neg+Prs+Sg2+Qst
  38 toh-uv	tot+Pron+Dem+Pl+Nom+Qst
  38 kuosâ	kuosâ+N+Sg+Nom
  38 kuosâ	kuosâ+N+Sg+Gen
  38 kuosâ	kuosâ+N+Sg+Acc
  38 jiänusân	jiänusân+Adv
  38 ase	ase+N+Sg+Nom
  38 Tiätu	tiätu+N+Sg+Nom
  38 Tiätu	tiätu+N+Sg+Gen
  38 Tiätu	tiätu+N+Sg+Acc
  38 Maađij	Maađij+N+Prop+Attr
  37 lava	leđe+V+IV+Ind+Prs+Du3
  37 ergi	ergi+N+Sg+Nom
  37 ergi	ergi+N+Sg+Gen
  37 ergi	ergi+N+Sg+Acc
  37 Moin	mii+Pron+Interr+Sg+Com
  37 Moin	Mo+CmpNP/None+OLang/UNDN+Prop+Sem/Plc+Sg+Com
  37 Aune	Aune+OLang/UNDN+Prop+Sem/Sur+Sg+Nom
  37 Aune	Aune+OLang/UNDN+Prop+Sem/Sur+Sg+Gen
  37 Aune	Aune+OLang/UNDN+Prop+Sem/Sur+Sg+Acc
  36 Čääci	čääci+N+Sg+Nom
  36 Čääci	čääci+N+Sg+Gen
  36 Čääci	čääci+N+Sg+Acc
  36 riijkâ	riijkâ+N+Sg+Nom
  36 riijkâ	riijkâ+N+Sg+Gen
  36 riijkâ	riijkâ+N+Sg+Acc
  36 kävppi	kävppi+N+Sg+Nom
  36 kävppi	kävppi+N+Sg+Gen
  36 kävppi	kävppi+N+Sg+Acc
  36 Siäsá	siäsá+N+Sg+Nom
  36 Siäsá	siäsá+N+Sg+Gen
  36 Siäsá	siäsá+N+Sg+Acc
  36 Mikko	Mikko+OLang/UNDN+Prop+Sem/Mal+Sg+Nom
  36 Mikko	Mikko+OLang/UNDN+Prop+Sem/Mal+Sg+Gen
  36 Mikko	Mikko+OLang/UNDN+Prop+Sem/Mal+Sg+Acc
  36 Jouni	Jouni+OLang/UNDN+Prop+Sem/Mal+Sg+Nom
  36 Jouni	Jouni+OLang/UNDN+Prop+Sem/Mal+Sg+Gen
  36 Jouni	Jouni+OLang/UNDN+Prop+Sem/Mal+Sg+Acc
  36 Ij-uv	ij+V+Neg+Prs+Sg3+Qst
  35 tast-uv	tot+Pron+Dem+Sg+Loc+Qst
  35 kielâid	kielâ+N+Pl+Ill
  35 kielâid	kielâ+N+Pl+Acc
  35 Sunnuu	sun+Pron+Pers+Du3+Gen
  35 Sunnuu	sun+Pron+Pers+Du3+Acc
  35 Sunnust	sun+Pron+Pers+Du3+Loc
  35 Sunjin	sun+Pron+Pers+Sg3+Ill
  35 Sammallahti	Sammallahti+OLang/FINN+Prop+Sem/Sur+Sg+Nom
  35 Sammallahti	Sammallahti+OLang/FINN+Prop+Sem/Sur+Sg+Gen
  35 Sammallahti	Sammallahti+OLang/FINN+Prop+Sem/Sur+Sg+Acc
  35 Pertti	Pertti+OLang/UNDN+Prop+Sem/Mal+Sg+Nom
  35 Pertti	Pertti+OLang/UNDN+Prop+Sem/Mal+Sg+Gen
  35 Pertti	Pertti+OLang/UNDN+Prop+Sem/Mal+Sg+Acc
  35 Olof	Olof+OLang/UNDN+Prop+Sem/Mal+Sg+Nom
  35 Maija	Maija+OLang/UNDN+Prop+Sem/Fem+Sg+Nom
  35 Maija	Maija+OLang/UNDN+Prop+Sem/Fem+Sg+Gen
  35 Maija	Maija+OLang/UNDN+Prop+Sem/Fem+Sg+Acc
  34 čuoppâm	čuoppâđ+V+Sg1
  34 tist	tun+Pron+Pers+Pl2+Loc
  34 siäsá	siäsá+N+Sg+Nom
  34 siäsá	siäsá+N+Sg+Gen
  34 siäsá	siäsá+N+Sg+Acc
  34 muu-uv	mun+Pron+Pers+Sg1+Gen+Qst
  34 muu-uv	mun+Pron+Pers+Sg1+Acc+Qst
  34 lekkâsij	lekkâsiđ+V+Ind+Prt+Sg3
  34 lekkâsij	lekkâsiđ+V+Ind+Prt+Pl3
  34 kietâ	kietâ+N+Sg+Nom
  34 kietâ	kietâ+N+Sg+Gen
  34 kietâ	kietâ+N+Sg+Acc
  34 fiskâd	fiskâd+N+Sg+Nom
  34 fiskâd	fiskâd+N+Sg+Gen
  34 fiskâd	fiskâd+N+Sg+Acc
  34 Kielâpiervâlist	kielâpiervâl+N+Sg+Loc
  34 Itten	itten+Adv
  34 Italia	Italia+OLang/NOBN+Prop+Sem/Plc+Sg+Nom
  34 Italia	Italia+OLang/NOBN+Prop+Sem/Plc+Sg+Gen
  34 Italia	Italia+OLang/NOBN+Prop+Sem/Plc+Sg+Acc
  34 Ingvar	Ingvar+OLang/UNDN+Prop+Sem/Mal+Sg+Nom
  34 Amoc	Amoc+OLang/UNDN+Prop+Sem/Mal+Sg+Nom
  33 tuárrást	tuárrást+Adv
  33 nieidân	nieidâ+N+Sg+Ill
  33 nieidân	nieidâ+N+Ess
  33 Toivo	Toivo+OLang/UNDN+Prop+Sem/Mal+Sg+Nom
  33 Toivo	Toivo+OLang/UNDN+Prop+Sem/Mal+Sg+Gen
  33 Toivo	Toivo+OLang/UNDN+Prop+Sem/Mal+Sg+Acc
  33 Liisa	Liisa+OLang/UNDN+Prop+Sem/Fem+Sg+Nom
  33 Liisa	Liisa+OLang/UNDN+Prop+Sem/Fem+Sg+Gen
  33 Liisa	Liisa+OLang/UNDN+Prop+Sem/Fem+Sg+Acc
  33 Kongo	Kongo+OLang/UNDN+Prop+Sem/Plc+Sg+Nom
  33 Kongo	Kongo+OLang/UNDN+Prop+Sem/Plc+Sg+Gen
  33 Kongo	Kongo+OLang/UNDN+Prop+Sem/Plc+Sg+Acc
  33 Jouko	Jouko+OLang/UNDN+Prop+Sem/Mal+Sg+Nom
  33 Jouko	Jouko+OLang/UNDN+Prop+Sem/Mal+Sg+Gen
  33 Jouko	Jouko+OLang/UNDN+Prop+Sem/Mal+Sg+Acc
  32 tuoh	tuot+Pron+Dem+Pl+Nom
  32 ton-uv	tot+Pron+Dem+Sg+Gen+Qst
  32 tađe-uv	tot+Pron+Dem+Sg+Par+Qst
  32 mungin	mun+Pron+Pers+Sg1+Nom+Foc
  32 kussâ	kussâ+N+Sg+Nom
  32 kussâ	kussâ+N+Sg+Gen
  32 kussâ	kussâ+N+Sg+Acc
  32 kiäi	kii+Pron+Interr+Pl+Gen
  32 evvis	evvis+N+Sg+Nom
  32 evvis	evvis+N+Sg+Gen
  32 evvis	evvis+N+Sg+Acc
  32 Simba	Sim+OLang/UNDN+Prop+Sem/Sur+Sg+Nom+Foc
  32 Pilli	Pilli+OLang/UNDN+Prop+Sem/Sur+Sg+Nom
  32 Pilli	Pilli+OLang/UNDN+Prop+Sem/Sur+Sg+Gen
  32 Pilli	Pilli+OLang/UNDN+Prop+Sem/Sur+Sg+Acc
  32 Pargo	pargo+N+Sg+Nom
  32 Pargo	pargo+N+Sg+Gen
  32 Pargo	pargo+N+Sg+Acc
  32 Mađe	mii+Pron+Interr+Par
  32 Kyprosist	Kypros+OLang/UNDN+Prop+Sem/Plc+Sg+Loc
  32 Koskimies	Koskimies+OLang/UNDN+Prop+Sem/Sur+Sg+Nom
  31 sunhân	sun+Pron+Pers+Sg3+Nom+Foc
  31 kaavpugeh	kaavpug+N+Pl+Nom
  31 iälu	ij+V+Neg+Opt+Sg2
  31 evvisijd	evvis+N+Pl+Acc
  31 alge	alge+N+Sg+Nom
  31 Tuomo	Tuomo+OLang/FINN+Prop+Sem/Mal+Sg+Nom
  31 Tuomo	Tuomo+OLang/FINN+Prop+Sem/Mal+Sg+Gen
  31 Tuomo	Tuomo+OLang/FINN+Prop+Sem/Mal+Sg+Acc
  31 Olgon	olgon+Adv
  31 Kanada	Kanada+OLang/NOBN+Prop+Sem/Plc+Sg+Nom
  31 Kanada	Kanada+OLang/NOBN+Prop+Sem/Plc+Sg+Gen
  31 Kanada	Kanada+OLang/NOBN+Prop+Sem/Plc+Sg+Acc
  31 Henrik	Henrik+OLang/UNDN+Prop+Sem/Mal+Sg+Nom
  31 Elleđ	ij+V+Neg+Imprt+Pl2
  30 čuoigâm	čuoigâđ+V+Sg1
  30 taa	taa+Adv
  30 kiehâ	kiehâ+N+Sg+Nom
  30 kiehâ	kiehâ+N+Sg+Gen
  30 kiehâ	kiehâ+N+Sg+Acc
  30 kaavpugij	kaavpug+N+Pl+Gen
  30 Räsänen	Räsänen+OLang/FINN+Prop+Sem/Sur+Sg+Nom
  30 Pentti	Pentti+OLang/UNDN+Prop+Sem/Mal+Sg+Nom
  30 Pentti	Pentti+OLang/UNDN+Prop+Sem/Mal+Sg+Gen
  30 Pentti	Pentti+OLang/UNDN+Prop+Sem/Mal+Sg+Acc
  30 Paltto	Paltto+OLang/UNDN+Prop+Sem/Sur+Sg+Nom
  30 Paltto	Paltto+OLang/UNDN+Prop+Sem/Sur+Sg+Gen
  30 Paltto	Paltto+OLang/UNDN+Prop+Sem/Sur+Sg+Acc
  30 Mikael	Mikael+OLang/UNDN+Prop+Sem/Mal+Sg+Nom
  30 Jos	jos+CS
  30 Finnair	Finnair+OLang/UNDN+Prop+Sem/Org+Sg+Nom
  30 Esau	Esau+OLang/UNDN+Prop+Sem/Mal+Sg+Nom
  30 Esau	Esau+OLang/UNDN+Prop+Sem/Mal+Sg+Gen
  30 Esau	Esau+OLang/UNDN+Prop+Sem/Mal+Sg+Acc
  29 čeve	čeve+N+Sg+Nom
  29 äijihist	äijih+N+Sg+Loc
  29 suhá	sukká+N+Sg+Gen
  29 suhá	sukká+N+Sg+Acc
  29 munjin-uv	mun+Pron+Pers+Sg1+Ill+Qst
  29 ijba	ij+V+Neg+Prs+Sg3+Foc
  29 hiärrá	hiärrá+N+Sg+Nom
  29 hiärrá	hiärrá+N+Sg+Gen
  29 hiärrá	hiärrá+N+Sg+Acc
  29 Veikkoin	Veikko+OLang/UNDN+Prop+Sem/Mal+Sg+Com
  29 Veikkoin	Veikko+OLang/UNDN+Prop+Sem/Mal+Pl+Loc
  29 Tuot	tuot+Pron+Dem+Sg+Nom
  29 Tunhân	tun+Pron+Pers+Sg2+Nom+Foc
  29 Peter	Peter+OLang/UNDN+Prop+Sem/Mal+Sg+Nom
  29 Paulaharju	Paulaharju+OLang/FINN+Prop+Sem/Sur+Sg+Nom
  29 Paulaharju	Paulaharju+OLang/FINN+Prop+Sem/Sur+Sg+Gen
  29 Paulaharju	Paulaharju+OLang/FINN+Prop+Sem/Sur+Sg+Acc
  29 Oulust	Oulu+OLang/UNDN+Prop+Sem/Plc+Sg+Loc
  29 Messias	Messias+OLang/UNDN+Prop+Sem/Mal+Sg+Nom
  29 Maria	Maria+OLang/NOBN+Prop+Sem/Fem+Sg+Nom
  29 Maria	Maria+OLang/NOBN+Prop+Sem/Fem+Sg+Gen
  29 Maria	Maria+OLang/NOBN+Prop+Sem/Fem+Sg+Acc
  29 Kypros	Kypros+OLang/UNDN+Prop+Sem/Plc+Sg+Nom
  29 Kuuloold	kuuloold+Adv
  29 Holmberg	Holmberg+OLang/NOBN+Prop+Sem/Sur+Sg+Nom
  28 vijne	vijne+N+Sg+Nom
  28 vijne	vijne+N+Sg+Gen
  28 vijne	vijne+N+Sg+Acc
  28 totkin	tot+Pron+Dem+Sg+Nom+Foc
  28 suhháid	sukká+N+Pl+Ill
  28 suhháid	sukká+N+Pl+Acc
  28 markkânijn	markkân+N+Pl+Loc
  28 markkânij	markkân+N+Pl+Gen
  28 leppee	leđe+V+IV+Ind+Prs+Du2
  28 laahâ	laahâ+N+Sg+Nom
  28 laahâ	laahâ+N+Sg+Gen
  28 laahâ	laahâ+N+Sg+Acc
  28 Tot-uv	tot+Pron+Dem+Sg+Nom+Qst
  28 Sanna	Sanna+OLang/NOBN+Prop+Sem/Fem+Sg+Nom
  28 Sanna	Sanna+OLang/NOBN+Prop+Sem/Fem+Sg+Gen
  28 Sanna	Sanna+OLang/NOBN+Prop+Sem/Fem+Sg+Acc
  28 Pasanen	Pasanen+OLang/FINN+Prop+Sem/Sur+Sg+Nom
  28 Otava	Otava+OLang/UNDN+Prop+Sem/Plc+Sg+Nom
